keynum,methodName,methodOfClass,projectName,SIZE,LCOM1,LCOM2,LCOM4,COH,CC,DR,NOAV,WMA,code
2862,jButton1ActionPerformed(ActionEvent),D:\temp\case study\neuroph-2.94\org\neuroph\samples\mnist\master\FuNet1.java,neuroph,6,12,9,4,0.25,0.1429,0,2,1,"private void jButton1ActionPerformed(ActionEvent evt){
  Graphics g=canvas.getGraphics();
  g.setColor(Color.WHITE);
  g.fillRect(0,0,canvas.getWidth(),canvas.getHeight());
  repaint();
}
"
2863,jPanel2MouseDragged(MouseEvent),D:\temp\case study\neuroph-2.94\org\neuroph\samples\mnist\master\FuNet1.java,neuroph,6,12,9,3,0.2667,0.0714,0,1,2,"private void jPanel2MouseDragged(MouseEvent evt){
  currentX=evt.getX();
  currentY=evt.getY();
  updateCanvas();
  if (tool == 1) {
    oldX=currentX;
    oldY=currentY;
  }
}
"
2864,jPanel2MousePressed(MouseEvent),D:\temp\case study\neuroph-2.94\org\neuroph\samples\mnist\master\FuNet1.java,neuroph,7,18,15,4,0.2041,0.0476,0,1,2,"private void jPanel2MousePressed(MouseEvent evt){
  oldX=evt.getX();
  oldY=evt.getY();
  if (tool == 2) {
    currentX=oldX;
    currentY=oldY;
  }
}
"
2866,jPanel2MouseReleased(MouseEvent),D:\temp\case study\neuroph-2.94\org\neuroph\samples\mnist\master\FuNet1.java,neuroph,27,315,279,6,0.0796,0.0476,0.428571429,10,3,"private void jPanel2MouseReleased(MouseEvent evt){
  currentX=evt.getX();
  currentY=evt.getY();
  final double SCALE=0.1;
  BufferedImage bi=new BufferedImage(32,32,BufferedImage.TYPE_BYTE_GRAY);
  Graphics2D grph=(Graphics2D)bi.getGraphics();
  grph.scale(SCALE,SCALE);
  grph.drawImage(canvas,0,0,null);
  grph.dispose();
  newPix=new double[32 * 32];
  pixels=bi.getRGB(0,0,32,32,pixels,0,32);
  for (int i=0; i < pixels.length; i++) {
    newPix[i]=255 - (pixels[i] & 0xff);
    newPix[i]/=255;
  }
  long start=System.currentTimeMillis();
  network.setInput(newPix);
  network.calculate();
  System.out.println(""Execution time: "" + (System.currentTimeMillis() - start) + "" milliseconds"");
  try {
    ImageIO.write(bi,""png"",new File(""number.png""));
  }
 catch (  IOException e) {
    e.printStackTrace();
  }
  double[] networkOutput=network.getOutput();
  int maxNeuronIdx=Utils.maxIdx(networkOutput);
  ClassificationResult max=new ClassificationResult(maxNeuronIdx,networkOutput[maxNeuronIdx]);
  System.out.println(""New calculation:"");
  System.out.println(""Class: "" + max.getClassIdx());
  System.out.println(""Probability: "" + max.getNeuronOutput());
  label.setText(String.valueOf(max.getClassIdx()));
}
"
2872,normalize(DataSet),D:\temp\case study\neuroph-2.94\org\neuroph\util\data\norm\DecimalScaleNormalizer.java,neuroph,10,32,19,4,0.2333,0.1317,0.333333333,4,3,"@Override public void normalize(DataSet dataSet){
  findMaxVectors(dataSet);
  findScaleVectors();
  for (  DataSetRow dataSetRow : dataSet.getRows()) {
    double[] normalizedInput=normalizeScale(dataSetRow.getInput(),scaleFactorIn);
    dataSetRow.setInput(normalizedInput);
    if (dataSet.isSupervised()) {
      double[] normalizedOutput=normalizeScale(dataSetRow.getDesiredOutput(),scaleFactorOut);
      dataSetRow.setDesiredOutput(normalizedOutput);
    }
  }
}
"
2873,findMaxVectors(DataSet),D:\temp\case study\neuroph-2.94\org\neuroph\util\data\norm\DecimalScaleNormalizer.java,neuroph,19,130,89,3,0.1619,0.0745,0.4,10,8,"/** 
 * Finds max values for all columns in dataset (inputs and outputs)
 * Sets max column values to maxIn and maxOut fields
 * @param dataSet 
 */
private void findMaxVectors(DataSet dataSet){
  int inputSize=dataSet.getInputSize();
  int outputSize=dataSet.getOutputSize();
  maxIn=new double[inputSize];
  for (int i=0; i < inputSize; i++) {
    maxIn[i]=Double.MIN_VALUE;
  }
  maxOut=new double[outputSize];
  for (int i=0; i < outputSize; i++) {
    maxOut[i]=Double.MIN_VALUE;
  }
  for (  DataSetRow dataSetRow : dataSet.getRows()) {
    double[] input=dataSetRow.getInput();
    for (int i=0; i < inputSize; i++) {
      if (input[i] > maxIn[i]) {
        maxIn[i]=input[i];
      }
    }
    double[] output=dataSetRow.getDesiredOutput();
    for (int i=0; i < outputSize; i++) {
      if (output[i] > maxOut[i]) {
        maxOut[i]=output[i];
      }
    }
  }
}
"
2874,findScaleVectors(),D:\temp\case study\neuroph-2.94\org\neuroph\util\data\norm\DecimalScaleNormalizer.java,neuroph,15,74,43,2,0.2222,0.1384,0,4,7,"public void findScaleVectors(){
  scaleFactorIn=new double[maxIn.length];
  for (int i=0; i < scaleFactorIn.length; i++) {
    scaleFactorIn[i]=1;
  }
  for (int i=0; i < maxIn.length; i++) {
    while (maxIn[i] > 1) {
      maxIn[i]=maxIn[i] / 10.0;
      scaleFactorIn[i]=scaleFactorIn[i] * 10;
    }
  }
  scaleFactorOut=new double[maxOut.length];
  for (int i=0; i < scaleFactorOut.length; i++) {
    scaleFactorOut[i]=1;
  }
  for (int i=0; i < maxOut.length; i++) {
    while (maxOut[i] > 1) {
      maxOut[i]=maxOut[i] / 10.0;
      scaleFactorOut[i]=scaleFactorOut[i] * 10;
    }
  }
}
"
2875,"normalizeScale(double[],double[])",D:\temp\case study\neuroph-2.94\org\neuroph\util\data\norm\DecimalScaleNormalizer.java,neuroph,6,11,7,3,0.3333,0.1429,0,4,2,"private double[] normalizeScale(double[] vector,double[] scaleFactor){
  double[] normalizedVector=new double[vector.length];
  for (int i=0; i < vector.length; i++) {
    normalizedVector[i]=vector[i] / scaleFactor[i];
  }
  return normalizedVector;
}
"
2876,normalize(DataSet),D:\temp\case study\neuroph-2.94\org\neuroph\util\data\norm\MaxMinNormalizer.java,neuroph,6,4,0,1,0.3125,0.2295,0.333333333,4,3,"@Override public void normalize(DataSet dataSet){
  findMaxAndMinVectors(dataSet);
  for (  DataSetRow row : dataSet.getRows()) {
    double[] normalizedInput=normalizeMaxMin(row.getInput(),minIn,maxIn);
    row.setInput(normalizedInput);
    if (dataSet.isSupervised()) {
      double[] normalizedOutput=normalizeMaxMin(row.getDesiredOutput(),minOut,maxOut);
      row.setDesiredOutput(normalizedOutput);
    }
  }
}
"
2877,findMaxAndMinVectors(DataSet),D:\temp\case study\neuroph-2.94\org\neuroph\util\data\norm\MaxMinNormalizer.java,neuroph,27,267,183,3,0.1531,0.0783,0.4,10,10,"private void findMaxAndMinVectors(DataSet dataSet){
  int inputSize=dataSet.getInputSize();
  int outputSize=dataSet.getOutputSize();
  maxIn=new double[inputSize];
  minIn=new double[inputSize];
  for (int i=0; i < inputSize; i++) {
    maxIn[i]=Double.MIN_VALUE;
    minIn[i]=Double.MAX_VALUE;
  }
  maxOut=new double[outputSize];
  minOut=new double[outputSize];
  for (int i=0; i < outputSize; i++) {
    maxOut[i]=Double.MIN_VALUE;
    minOut[i]=Double.MAX_VALUE;
  }
  for (  DataSetRow dataSetRow : dataSet.getRows()) {
    double[] input=dataSetRow.getInput();
    for (int i=0; i < inputSize; i++) {
      if (input[i] > maxIn[i]) {
        maxIn[i]=input[i];
      }
      if (input[i] < minIn[i]) {
        minIn[i]=input[i];
      }
    }
    double[] output=dataSetRow.getDesiredOutput();
    for (int i=0; i < outputSize; i++) {
      if (output[i] > maxOut[i]) {
        maxOut[i]=output[i];
      }
      if (output[i] < minOut[i]) {
        minOut[i]=output[i];
      }
    }
  }
}
"
2878,"normalizeMaxMin(double[],double[],double[])",D:\temp\case study\neuroph-2.94\org\neuroph\util\data\norm\MaxMinNormalizer.java,neuroph,6,11,7,3,0.3,0.1286,0,5,2,"private double[] normalizeMaxMin(double[] vector,double[] min,double[] max){
  double[] normalizedVector=new double[vector.length];
  for (int i=0; i < vector.length; i++) {
    normalizedVector[i]=(vector[i] - min[i]) / (max[i] - min[i]);
  }
  return normalizedVector;
}
"
2879,normalize(DataSet),D:\temp\case study\neuroph-2.94\org\neuroph\util\data\norm\MaxNormalizer.java,neuroph,6,4,0,1,0.3611,0.2689,0.333333333,4,3,"@Override public void normalize(DataSet dataSet){
  findMaxVectors(dataSet);
  for (  DataSetRow row : dataSet.getRows()) {
    double[] normalizedInput=normalizeMax(row.getInput(),maxIn);
    row.setInput(normalizedInput);
    if (dataSet.isSupervised()) {
      double[] normalizedOutput=normalizeMax(row.getDesiredOutput(),maxOut);
      row.setDesiredOutput(normalizedOutput);
    }
  }
}
"
2880,findMaxVectors(DataSet),D:\temp\case study\neuroph-2.94\org\neuroph\util\data\norm\MaxNormalizer.java,neuroph,18,114,75,3,0.1667,0.0794,0.4,10,8,"/** 
 * Finds max values for columns in input and output vector for given data set
 * @param dataSet  
 */
private void findMaxVectors(DataSet dataSet){
  int inputSize=dataSet.getInputSize();
  int outputSize=dataSet.getOutputSize();
  maxIn=new double[inputSize];
  for (int i=0; i < inputSize; i++) {
    maxIn[i]=Double.MIN_VALUE;
  }
  maxOut=new double[outputSize];
  for (int i=0; i < outputSize; i++)   maxOut[i]=Double.MIN_VALUE;
  for (  DataSetRow dataSetRow : dataSet.getRows()) {
    double[] input=dataSetRow.getInput();
    for (int i=0; i < inputSize; i++) {
      if (input[i] > maxIn[i]) {
        maxIn[i]=input[i];
      }
    }
    double[] output=dataSetRow.getDesiredOutput();
    for (int i=0; i < outputSize; i++) {
      if (output[i] > maxOut[i]) {
        maxOut[i]=output[i];
      }
    }
  }
}
"
2881,"normalizeMax(double[],double[])",D:\temp\case study\neuroph-2.94\org\neuroph\util\data\norm\MaxNormalizer.java,neuroph,6,11,7,3,0.3333,0.1429,0,4,2,"public double[] normalizeMax(double[] vector,double[] max){
  double[] normalizedVector=new double[vector.length];
  for (int i=0; i < vector.length; i++) {
    normalizedVector[i]=vector[i] / max[i];
  }
  return normalizedVector;
}
"
2884,normalize(DataSet),D:\temp\case study\neuroph-2.94\org\neuroph\util\data\norm\RangeNormalizer.java,neuroph,8,15,2,2,0.25,0.1765,0.333333333,4,3,"@Override public void normalize(DataSet dataSet){
  findMaxAndMinVectors(dataSet);
  for (  DataSetRow row : dataSet.getRows()) {
    double[] normalizedInput=normalizeToRange(row.getInput(),minIn,maxIn);
    row.setInput(normalizedInput);
    if (dataSet.isSupervised()) {
      double[] normalizedOutput=normalizeToRange(row.getDesiredOutput(),minOut,maxOut);
      row.setDesiredOutput(normalizedOutput);
    }
  }
}
"
2885,"normalizeToRange(double[],double[],double[])",D:\temp\case study\neuroph-2.94\org\neuroph\util\data\norm\RangeNormalizer.java,neuroph,6,11,7,3,0.2619,0.1122,0,5,2,"private double[] normalizeToRange(double[] vector,double[] min,double[] max){
  double[] normalizedVector=new double[vector.length];
  for (int i=0; i < vector.length; i++) {
    normalizedVector[i]=((vector[i] - min[i]) / (max[i] - min[i])) * (highLimit - lowLimit) + lowLimit;
  }
  return normalizedVector;
}
"
2886,findMaxAndMinVectors(DataSet),D:\temp\case study\neuroph-2.94\org\neuroph\util\data\norm\RangeNormalizer.java,neuroph,27,267,183,3,0.1531,0.0783,0.4,10,10,"private void findMaxAndMinVectors(DataSet dataSet){
  int inputSize=dataSet.getInputSize();
  int outputSize=dataSet.getOutputSize();
  maxIn=new double[inputSize];
  minIn=new double[inputSize];
  for (int i=0; i < inputSize; i++) {
    maxIn[i]=Double.MIN_VALUE;
    minIn[i]=Double.MAX_VALUE;
  }
  maxOut=new double[outputSize];
  minOut=new double[outputSize];
  for (int i=0; i < outputSize; i++) {
    maxOut[i]=Double.MIN_VALUE;
    minOut[i]=Double.MAX_VALUE;
  }
  for (  DataSetRow dataSetRow : dataSet.getRows()) {
    double[] input=dataSetRow.getInput();
    for (int i=0; i < inputSize; i++) {
      if (input[i] > maxIn[i]) {
        maxIn[i]=input[i];
      }
      if (input[i] < minIn[i]) {
        minIn[i]=input[i];
      }
    }
    double[] output=dataSetRow.getDesiredOutput();
    for (int i=0; i < outputSize; i++) {
      if (output[i] > maxOut[i]) {
        maxOut[i]=output[i];
      }
      if (output[i] < minOut[i]) {
        minOut[i]=output[i];
      }
    }
  }
}
"
2887,normalize(DataSet),D:\temp\case study\neuroph-2.94\org\neuroph\util\data\norm\ZeroMeanNormalizer.java,neuroph,9,16,0,1,0.2963,0.1759,0.428571429,8,4,"public void normalize(DataSet dataSet){
  double[] maxInput=DataSetStats.calculateMaxByColumns(dataSet);
  double[] minInput=DataSetStats.calculateMinByColumns(dataSet);
  double[] meanInput=DataSetStats.calculateMeanByColumns(dataSet);
  for (  DataSetRow row : dataSet.getRows()) {
    double[] normalizedInput=row.getInput();
    for (int i=0; i < dataSet.getInputSize(); i++) {
      double divider=maxInput[i] - minInput[i] == 0 ? 1 : maxInput[i] - minInput[i];
      normalizedInput[i]=(normalizedInput[i] - meanInput[i]) / divider;
    }
    row.setInput(normalizedInput);
  }
}
"
2896,save(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\Config.java,xdm,44,206,0,4,0.0665,0.3445,1,42,6,"public void save(){
  FileWriter fw=null;
  try {
    File file=new File(System.getProperty(""user.home""),"".xdman/config.txt"");
    fw=new FileWriter(file);
    String newLine=""\n"";
    fw.write(""monitoring:"" + this.monitoring + newLine);
    fw.write(""downloadFolder:"" + this.downloadFolder + newLine);
    fw.write(""maxDownloads:"" + this.maxDownloads + newLine);
    fw.write(""maxSegments:"" + this.maxSegments + newLine);
    fw.write(""networkTimeout:"" + this.networkTimeout + newLine);
    fw.write(""tcpWindowSize:"" + this.tcpWindowSize + newLine);
    fw.write(""minSegmentSize:"" + this.minSegmentSize + newLine);
    fw.write(""minVidSize:"" + this.minVidSize + newLine);
    fw.write(""duplicateAction:"" + this.duplicateAction + newLine);
    fw.write(""speedLimit:"" + this.speedLimit + newLine);
    fw.write(""showDownloadWindow:"" + this.showDownloadWindow + newLine);
    fw.write(""showDownloadCompleteWindow:"" + this.showDownloadCompleteWindow + newLine);
    fw.write(""blockedHosts:"" + XDMUtils.appendArray2Str(this.blockedHosts) + newLine);
    fw.write(""vidUrls:"" + XDMUtils.appendArray2Str(this.vidUrls) + newLine);
    fw.write(""fileExts:"" + XDMUtils.appendArray2Str(this.fileExts) + newLine);
    fw.write(""vidExts:"" + XDMUtils.appendArray2Str(this.vidExts) + newLine);
    fw.write(""proxyMode:"" + this.proxyMode + newLine);
    fw.write(""proxyPac:"" + this.proxyPac + newLine);
    fw.write(""proxyHost:"" + this.proxyHost + newLine);
    fw.write(""proxyPort:"" + this.proxyPort + newLine);
    fw.write(""socksHost:"" + this.socksHost + newLine);
    fw.write(""socksPort:"" + this.socksPort + newLine);
    fw.write(""proxyUser:"" + this.proxyUser + newLine);
    fw.write(""proxyPass:"" + this.proxyPass + newLine);
    fw.write(""autoShutdown:"" + this.autoShutdown + newLine);
    fw.write(""keepAwake:"" + this.keepAwake + newLine);
    fw.write(""execCmd:"" + this.execCmd + newLine);
    fw.write(""execAntivir:"" + this.execAntivir + newLine);
    fw.write(""version:"" + XDMApp.APP_VERSION + newLine);
    fw.write(""autoStart:"" + this.autoStart + newLine);
    fw.write(""language:"" + this.language + newLine);
    if (!StringUtils.isNullOrEmptyOrBlank(this.antivirExe))     fw.write(""antivirExe:"" + this.antivirExe + newLine);
    if (!StringUtils.isNullOrEmptyOrBlank(this.antivirCmd))     fw.write(""antivirCmd:"" + this.antivirCmd + newLine);
    if (!StringUtils.isNullOrEmptyOrBlank(this.customCmd))     fw.write(""customCmd:"" + this.customCmd + newLine);
    fw.write(""showVideoNotification:"" + this.showVideoNotification + newLine);
  }
 catch (  Exception e) {
  }
  try {
    fw.close();
  }
 catch (  Exception e) {
  }
}
"
2897,load(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\Config.java,xdm,56,876,212,5,0.0408,0.1339,1,44,43,"public void load(){
  BufferedReader br=null;
  try {
    File file=new File(System.getProperty(""user.home""),"".xdman/config.txt"");
    if (!file.exists()) {
      return;
    }
    FileReader r=new FileReader(file);
    br=new BufferedReader(r);
    while (true) {
      String ln=br.readLine();
      if (ln == null)       break;
      if (ln.startsWith(""#""))       continue;
      int index=ln.indexOf("":"");
      if (index < 1)       continue;
      String key=ln.substring(0,index);
      String val=ln.substring(index + 1);
      if (key.equals(""monitoring"")) {
        this.monitoring=val.equals(""true"");
      }
 else       if (key.equals(""downloadFolder"")) {
        this.downloadFolder=val;
      }
 else       if (key.equals(""maxSegments"")) {
        this.maxSegments=Integer.parseInt(val);
      }
 else       if (key.equals(""minSegmentSize"")) {
        this.minSegmentSize=Integer.parseInt(val);
      }
 else       if (key.equals(""networkTimeout"")) {
        this.networkTimeout=Integer.parseInt(val);
      }
 else       if (key.equals(""tcpWindowSize"")) {
        this.tcpWindowSize=Integer.parseInt(val);
      }
 else       if (key.equals(""duplicateAction"")) {
        this.duplicateAction=Integer.parseInt(val);
      }
 else       if (key.equals(""speedLimit"")) {
        this.speedLimit=Integer.parseInt(val);
      }
 else       if (key.equals(""showDownloadWindow"")) {
        this.showDownloadWindow=val.equals(""true"");
      }
 else       if (key.equals(""showDownloadCompleteWindow"")) {
        this.showDownloadCompleteWindow=val.equals(""true"");
      }
 else       if (key.equals(""minVidSize"")) {
        this.minVidSize=Integer.parseInt(val);
      }
 else       if (key.equals(""maxDownloads"")) {
        this.maxDownloads=Integer.parseInt(val);
      }
 else       if (key.equals(""blockedHosts"")) {
        this.blockedHosts=val.split("","");
      }
 else       if (key.equals(""vidUrls"")) {
        this.vidUrls=val.split("","");
      }
 else       if (key.equals(""fileExts"")) {
        this.fileExts=val.split("","");
      }
 else       if (key.equals(""vidExts"")) {
        this.vidExts=val.split("","");
      }
 else       if (key.equals(""proxyMode"")) {
        this.proxyMode=Integer.parseInt(val);
      }
 else       if (key.equals(""proxyPort"")) {
        this.proxyPort=Integer.parseInt(val);
      }
 else       if (key.equals(""socksPort"")) {
        this.socksPort=Integer.parseInt(val);
      }
 else       if (key.equals(""proxyPac"")) {
        this.proxyPac=val;
      }
 else       if (key.equals(""proxyHost"")) {
        this.proxyHost=val;
      }
 else       if (key.equals(""socksHost"")) {
        this.socksHost=val;
      }
 else       if (key.equals(""proxyUser"")) {
        this.proxyUser=val;
      }
 else       if (key.equals(""proxyPass"")) {
        this.proxyPass=val;
      }
 else       if (key.equals(""showVideoNotification"")) {
        this.showVideoNotification=""true"".equals(val);
      }
 else       if (key.equals(""keepAwake"")) {
        this.keepAwake=""true"".equals(val);
      }
 else       if (key.equals(""autoStart"")) {
        this.autoStart=""true"".equals(val);
      }
 else       if (key.equals(""execAntivir"")) {
        this.execAntivir=""true"".equals(val);
      }
 else       if (key.equals(""execCmd"")) {
        this.execCmd=""true"".equals(val);
      }
 else       if (key.equals(""antivirExe"")) {
        this.antivirExe=val;
      }
 else       if (key.equals(""antivirCmd"")) {
        this.antivirCmd=val;
      }
 else       if (key.equals(""customCmd"")) {
        this.customCmd=val;
      }
 else       if (key.equals(""autoShutdown"")) {
        this.autoShutdown=""true"".equals(val);
      }
 else       if (key.equals(""version"")) {
        this.firstRun=!XDMApp.APP_VERSION.equals(val);
      }
 else       if (key.equals(""language"")) {
        this.language=val;
      }
    }
  }
 catch (  Exception e) {
    Logger.log(e);
  }
  try {
    br.close();
  }
 catch (  Exception e) {
  }
}
"
2898,Config(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\Config.java,xdm,41,748,676,25,0.0377,0.0584,1,32,5,"private Config(){
  File f=new File(System.getProperty(""user.home""),"".xdman"");
  if (!f.exists()) {
    f.mkdirs();
  }
  dataFolder=f.getAbsolutePath();
  f=new File(dataFolder,""metadata"");
  if (!f.exists()) {
    f.mkdir();
  }
  this.metadataFolder=f.getAbsolutePath();
  f=new File(dataFolder,""temp"");
  if (!f.exists()) {
    f.mkdir();
  }
  this.temporaryFolder=f.getAbsolutePath();
  this.downloadFolder=XDMUtils.getDownloadsFolder();
  if (!new File(this.downloadFolder).exists()) {
    this.downloadFolder=System.getProperty(""user.home"");
  }
  this.monitoring=true;
  this.showDownloadWindow=true;
  this.setMaxSegments(8);
  this.setMinSegmentSize(64 * 1024);
  this.maxDownloads=100;
  this.minVidSize=1 * 1024 * 1024;
  this.defaultFileTypes=new String[]{""3GP"",""7Z"",""AVI"",""BZ2"",""DEB"",""DOC"",""DOCX"",""EXE"",""GZ"",""ISO"",""MSI"",""PDF"",""PPT"",""PPTX"",""RAR"",""RPM"",""XLS"",""XLSX"",""SIT"",""SITX"",""TAR"",""JAR"",""ZIP""};
  this.fileExts=defaultFileTypes;
  this.autoShutdown=false;
  this.blockedHosts=new String[]{""update.microsoft.com"",""windowsupdate.com"",""thwawte.com""};
  this.defaultVideoTypes=new String[]{""MP4"",""M3U8"",""F4M"",""WEBM"",""OGG"",""MP3"",""AAC"",""FLV"",""MKV"",""DIVX"",""MOV"",""MPG"",""MPEG"",""OPUS""};
  this.vidExts=defaultVideoTypes;
  this.vidUrls=new String[]{"".facebook.com|pagelet"",""player.vimeo.com/"",""instagram.com/p/""};
  this.networkTimeout=60;
  this.tcpWindowSize=8;
  this.speedLimit=0;
  this.proxyMode=0;
  this.proxyPort=0;
  this.socksPort=0;
  this.proxyPac=this.proxyHost=this.proxyUser=this.proxyPass=this.socksHost="""";
  this.showVideoNotification=true;
  this.showDownloadCompleteWindow=true;
  this.firstRun=true;
  this.language=""en"";
}
"
2997,load(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\CredentialManager.java,xdm,20,167,144,5,0.1091,0.0731,0.75,7,10,"private void load(){
  BufferedReader br=null;
  try {
    File f=new File(Config.getInstance().getDataFolder(),"".credentials"");
    if (!f.exists()) {
      Logger.log(""No saved credentials"");
      return;
    }
    br=new BufferedReader(new InputStreamReader(new FileInputStream(f)));
    if (!savedCredentials.isEmpty())     savedCredentials.clear();
    while (true) {
      String ln=br.readLine();
      if (ln == null)       break;
      String str=new String(Base64.decode(ln));
      String[] arr=str.split(""\n"");
      if (arr.length < 2)       continue;
      savedCredentials.put(arr[0],new PasswordAuthentication(arr[1],arr.length == 3 ? arr[2].toCharArray() : new char[0]));
    }
  }
 catch (  Exception e) {
    Logger.log(e);
  }
 finally {
    try {
      if (br != null) {
        br.close();
      }
    }
 catch (    IOException e) {
      e.printStackTrace();
    }
  }
}
"
2998,save(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\CredentialManager.java,xdm,19,145,119,4,0.1128,0.0721,0.75,10,5,"public void save(){
  StringBuilder buf=new StringBuilder();
  Iterator<String> savedKeyIterator=savedCredentials.keySet().iterator();
  while (savedKeyIterator.hasNext()) {
    String key=savedKeyIterator.next();
    PasswordAuthentication pauth=savedCredentials.get(key);
    String str=key + ""\n"" + pauth.getUserName()+ ""\n""+ new String(pauth.getPassword());
    String str64=Base64.encode(str.getBytes());
    buf.append(str64 + ""\n"");
  }
  OutputStream out=null;
  try {
    File f=new File(Config.getInstance().getDataFolder(),"".credentials"");
    out=new FileOutputStream(f);
    out.write(buf.toString().getBytes());
  }
 catch (  Exception e) {
    Logger.log(e);
  }
 finally {
    try {
      if (out != null) {
        out.close();
      }
    }
 catch (    Exception e) {
    }
  }
}
"
3034,"DownloadQueue(String,String)",D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\DownloadQueue.java,xdm,6,15,15,6,0.1667,0,0,6,1,"public DownloadQueue(String id,String name){
  this.name=name;
  this.queueId=id;
  queuedItems=new ArrayList<String>();
  this.startTime=this.endTime=-1;
}
"
3037,stop(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\DownloadQueue.java,xdm,10,37,29,4,0.2,0.0708,0.5,5,5,"public void stop(){
  running=false;
  XDMApp app=XDMApp.getInstance();
  for (int i=0; i < queuedItems.size(); i++) {
    String id=queuedItems.get(i);
    DownloadEntry ent=app.getEntry(id);
    int state=ent.getState();
    if (state == XDMConstants.FAILED || state == XDMConstants.FINISHED || state == XDMConstants.PAUSED) {
      continue;
    }
 else {
      app.pauseDownload(id);
    }
  }
}
"
3038,next(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\DownloadQueue.java,xdm,30,356,277,4,0.1262,0.0808,0.428571429,7,14,"public synchronized void next(){
  Logger.log(queueId + "" attmpting to process next item"");
  if (!running)   return;
  int c=0;
  XDMApp app=XDMApp.getInstance();
  if (queuedItems == null)   return;
  if (app.queueItemPending(queueId)) {
    Logger.log(queueId + "" not processing as has already pending download"");
    return;
  }
  if (currentItemId != null) {
    DownloadEntry ent=app.getEntry(currentItemId);
    if (ent != null) {
      int state=ent.getState();
      if (!(state == XDMConstants.FAILED || state == XDMConstants.PAUSED || state == XDMConstants.FINISHED)) {
        Logger.log(queueId + "" not processing as has already active download"");
        return;
      }
    }
  }
  Logger.log(queueId + "" total queued "" + queuedItems.size());
  if (!(index < queuedItems.size())) {
    index=0;
  }
  for (; index < queuedItems.size(); ) {
    String id=queuedItems.get(index);
    DownloadEntry ent=app.getEntry(id);
    if (ent != null) {
      int state=ent.getState();
      if (state == XDMConstants.FAILED || state == XDMConstants.PAUSED) {
        Logger.log(""index: "" + index + "" c: ""+ c);
        currentItemId=id;
        index++;
        ent.setStartedByUser(false);
        XDMApp.getInstance().resumeDownload(id,false);
        return;
      }
    }
    index++;
  }
}
"
3039,removeFromQueue(String),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\DownloadQueue.java,xdm,16,91,62,4,0.1687,0.0845,0.6,5,6,"public void removeFromQueue(String id){
  int c=0;
  XDMApp app=XDMApp.getInstance();
  for (int i=0; i < queuedItems.size(); i++) {
    if (queuedItems.get(i).equals(id)) {
      c=i;
      if (c <= index) {
        index--;
      }
      queuedItems.remove(i);
      if (id.equals(currentItemId)) {
        currentItemId=null;
      }
      DownloadEntry ent=app.getEntry(id);
      if (ent != null) {
        ent.setQueueId("""");
      }
      QueueManager.getInstance().saveQueues();
      return;
    }
  }
}
"
3040,addToQueue(String),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\DownloadQueue.java,xdm,9,24,12,4,0.2381,0.1129,0.666666667,2,3,"public void addToQueue(String id){
  if (!queuedItems.contains(id)) {
    Logger.log(id + "" added to "" + queueId);
    queuedItems.add(id);
    DownloadEntry ent=XDMApp.getInstance().getEntry(id);
    if (ent != null) {
      ent.setQueueId(queueId);
    }
  }
  QueueManager.getInstance().saveQueues();
}
"
